STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,quant_inc,Income quantile,age,Age class,sex,Sex,levels,Level,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NL,Netherlands,2011,,76.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NL,Netherlands,2012,,75.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NL,Netherlands,2013,,75.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NL,Netherlands,2014,,77.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NL,Netherlands,2015,,76.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NL,Netherlands,2016,,75.9,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NL,Netherlands,2017,,76.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NL,Netherlands,2018,,75.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NL,Netherlands,2019,,74.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NL,Netherlands,2020,,77.9,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NL,Netherlands,2021,,73.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NL,Netherlands,2022,,71.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NL,Netherlands,2023,,69.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NL,Netherlands,2024,,69.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NL,Netherlands,2025,,68.6,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2005,,73.6,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2006,,74.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2007,,76.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2008,,76.6,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2009,,76.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2010,,76.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2011,,73.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2012,,78.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2013,,76.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2014,,78.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2015,,78.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2016,,77.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2017,,77.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2018,,76.6,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2019,,72.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2020,,74.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2021,,74.6,,b,break in time series,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2022,,74.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2023,,73.9,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2024,,74.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2025,,73.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2005,,54.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2006,,54.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2007,,57.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2008,,57.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2009,,56.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2010,,57.9,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2011,,57.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2012,,57.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2013,,58.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2014,,58.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2015,,57.9,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2016,,58.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2017,,58.9,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2018,,59.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2019,,59.9,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2020,,61.6,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2021,,64.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2022,,62.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2023,,62.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2024,,64.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2025,,64.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2005,,45.9,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2006,,48.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2007,,45.9,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2008,,48.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2009,,47.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2010,,49.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2011,,49.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2012,,48.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2013,,46.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2014,,46.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2015,,46.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2016,,47.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2017,,48.9,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2018,,49.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2019,,50.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2020,,51.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2021,,50.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2022,,49.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2023,,51.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2024,,53.6,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2025,,52.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2005,,69.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2006,,69.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2007,,67.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2008,,68.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2009,,68.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2010,,68.6,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2011,,68.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2012,,68.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2013,,68.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2014,,69.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2015,,70.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2016,,70.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2017,,70.9,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2018,,70.6,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2019,,71.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2020,,73.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2021,,72.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2022,,73.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2023,,72.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2024,,75.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2025,,73.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RS,Serbia,2013,,49.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RS,Serbia,2014,,57.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RS,Serbia,2015,,56.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RS,Serbia,2016,,57.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RS,Serbia,2017,,54.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RS,Serbia,2018,,56.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RS,Serbia,2019,,57.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RS,Serbia,2020,,62.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RS,Serbia,2021,,62.6,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RS,Serbia,2022,,64.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RS,Serbia,2023,,63.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RS,Serbia,2024,,64.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RS,Serbia,2025,,63.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2005,,75.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2006,,76.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2007,,77.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2008,,76.9,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2009,,78.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2010,,78.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2011,,78.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2012,,79.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2013,,79.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2014,,78.5,,,,,
