STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,quant_inc,Income quantile,age,Age class,sex,Sex,levels,Level,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2015,,77.6,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2016,,75.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2017,,76.6,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2018,,76.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2019,,76.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2020,,76.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2021,,72.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2022,,66.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2023,,67.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2024,,66.6,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2025,,64.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2005,,53.6,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2006,,56.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2007,,57.9,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2008,,58.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2009,,60.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2010,,59.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2011,,60.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2012,,63.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2013,,64.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2014,,64.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2015,,64.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2016,,64.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2017,,65.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2018,,65.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2019,,66.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2020,,67.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2021,,69.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2022,,67.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2023,,65.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2024,,66.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2025,,63.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2005,,52.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2006,,52.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2007,,53.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2008,,59.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2009,,62.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2010,,63.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2011,,63.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2012,,65.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2013,,66.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2014,,64.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2015,,66.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2016,,66.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2017,,67.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2018,,66.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2019,,65.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2020,,65.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2021,,65.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2022,,66.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2023,,68.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2024,,66.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2025,,68.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2006,,62.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2007,,66.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2008,,67.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2009,,64.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2010,,65.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2011,,66.6,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2012,,68.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2013,,67.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2014,,67.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2015,,65.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2016,,68.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2017,,68.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2018,,67.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2019,,66.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2020,,68.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2021,,67.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2022,,66.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2023,,64.3,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2024,,63.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2025,,62.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,UK,United Kingdom,2005,,74.9,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,UK,United Kingdom,2006,,76.6,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,UK,United Kingdom,2007,,77.4,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,UK,United Kingdom,2008,,80.1,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,UK,United Kingdom,2009,,79.9,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,UK,United Kingdom,2010,,79.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,UK,United Kingdom,2011,,77.5,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,UK,United Kingdom,2012,,74.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,UK,United Kingdom,2013,,73.7,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,UK,United Kingdom,2014,,69.9,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,UK,United Kingdom,2015,,69.8,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,UK,United Kingdom,2016,,69.0,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,UK,United Kingdom,2017,,74.8,,b,break in time series,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,UK,United Kingdom,2018,,73.2,,,,,
dataflow,ESTAT:SDG_03_20(1.0),Share of people with good or very good perceived health by sex,A,Annual,PC,Percentage,TOTAL,Total,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,XK,Kosovo*,2018,,82.0,,,,,
