STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,hlth_hle,Health and life expectancy,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2016,,64.0,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2017,,63.9,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2018,,64.0,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2019,,64.6,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2020,,64.0,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2021,,63.6,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2022,,62.6,,b,break in time series,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2023,,63.1,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2024,,65.2,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FI,Finland,2014,,58.2,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FI,Finland,2015,,57.8,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FI,Finland,2016,,58.1,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FI,Finland,2017,,57.4,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FI,Finland,2018,,57.4,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FI,Finland,2019,,56.4,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FI,Finland,2020,,56.9,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FI,Finland,2021,,61.7,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FI,Finland,2022,,57.9,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FI,Finland,2023,,57.1,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FI,Finland,2024,,57.3,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FR,France,2013,,63.6,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FR,France,2014,,63.8,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FR,France,2015,,63.6,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FR,France,2016,,63.4,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FR,France,2017,,63.7,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FR,France,2018,,63.9,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FR,France,2019,,64.1,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FR,France,2020,,64.6,,b,break in time series,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FR,France,2021,,66.2,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FR,France,2022,,64.4,,bp,"break in time series, provisional",,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FR,France,2023,,63.8,,p,provisional,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,FR,France,2024,,63.6,,p,provisional,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HR,Croatia,2013,,59.0,,b,break in time series,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HR,Croatia,2014,,59.3,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HR,Croatia,2015,,56.1,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HR,Croatia,2016,,57.9,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HR,Croatia,2017,,57.6,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HR,Croatia,2018,,57.5,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HR,Croatia,2019,,57.4,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HR,Croatia,2020,,58.5,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HR,Croatia,2021,,58.6,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HR,Croatia,2022,,60.3,,b,break in time series,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HR,Croatia,2023,,61.4,,b,break in time series,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HR,Croatia,2024,,63.1,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HU,Hungary,2013,,59.5,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HU,Hungary,2014,,59.9,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HU,Hungary,2015,,59.1,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HU,Hungary,2016,,59.8,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HU,Hungary,2017,,60.2,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HU,Hungary,2018,,61.1,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HU,Hungary,2019,,61.7,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HU,Hungary,2020,,62.5,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HU,Hungary,2021,,62.5,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HU,Hungary,2022,,62.6,,b,break in time series,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HU,Hungary,2023,,63.6,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,HU,Hungary,2024,,63.3,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IE,Ireland,2013,,66.9,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IE,Ireland,2014,,66.9,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IE,Ireland,2015,,67.2,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IE,Ireland,2016,,68.5,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IE,Ireland,2017,,68.6,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IE,Ireland,2018,,69.4,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IE,Ireland,2019,,69.6,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IE,Ireland,2020,,66.2,,b,break in time series,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IE,Ireland,2021,,67.2,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IE,Ireland,2022,,66.0,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IE,Ireland,2023,,66.1,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IE,Ireland,2024,,66.9,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IS,Iceland,2013,,69.3,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IS,Iceland,2014,,68.8,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IS,Iceland,2015,,68.9,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IS,Iceland,2016,,66.7,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IS,Iceland,2017,,63.1,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IS,Iceland,2018,,62.4,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IT,Italy,2013,,61.6,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IT,Italy,2014,,62.4,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IT,Italy,2015,,62.6,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IT,Italy,2016,,67.4,,b,break in time series,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IT,Italy,2017,,66.3,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IT,Italy,2018,,66.8,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IT,Italy,2019,,68.3,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IT,Italy,2020,,68.0,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IT,Italy,2021,,68.1,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IT,Italy,2022,,67.4,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IT,Italy,2023,,69.1,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,IT,Italy,2024,,73.4,,b,break in time series,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LT,Lithuania,2013,,59.2,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LT,Lithuania,2014,,59.7,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LT,Lithuania,2015,,56.5,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LT,Lithuania,2016,,57.8,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LT,Lithuania,2017,,58.1,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LT,Lithuania,2018,,57.7,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LT,Lithuania,2019,,57.5,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LT,Lithuania,2020,,56.8,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LT,Lithuania,2021,,57.6,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LT,Lithuania,2022,,60.3,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LT,Lithuania,2023,,60.9,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LT,Lithuania,2024,,64.3,,p,provisional,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LU,Luxembourg,2013,,63.3,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LU,Luxembourg,2014,,63.8,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LU,Luxembourg,2015,,62.2,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LU,Luxembourg,2016,,60.2,,b,break in time series,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LU,Luxembourg,2017,,59.2,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LU,Luxembourg,2018,,60.7,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LU,Luxembourg,2019,,62.6,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LU,Luxembourg,2020,,63.3,,b,break in time series,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LU,Luxembourg,2021,,62.0,,b,break in time series,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LU,Luxembourg,2022,,60.2,,b,break in time series,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LV,Latvia,2013,,53.0,,b,break in time series,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LV,Latvia,2014,,53.4,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LV,Latvia,2015,,53.0,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LV,Latvia,2016,,53.6,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LV,Latvia,2017,,51.4,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LV,Latvia,2018,,52.3,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LV,Latvia,2019,,53.1,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LV,Latvia,2020,,53.4,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LV,Latvia,2021,,53.8,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LV,Latvia,2022,,54.2,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LV,Latvia,2023,,52.7,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,LV,Latvia,2024,,52.5,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,MT,Malta,2013,,72.1,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,MT,Malta,2014,,73.4,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,MT,Malta,2015,,73.6,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,MT,Malta,2016,,71.7,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,MT,Malta,2017,,72.7,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,MT,Malta,2018,,72.7,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,MT,Malta,2019,,73.2,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,MT,Malta,2020,,70.5,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,MT,Malta,2021,,68.7,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,MT,Malta,2022,,70.2,,p,provisional,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,MT,Malta,2023,,71.4,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,MT,Malta,2024,,70.6,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,NL,Netherlands,2013,,59.5,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,NL,Netherlands,2014,,61.2,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,NL,Netherlands,2015,,59.1,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,NL,Netherlands,2016,,60.3,,b,break in time series,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,NL,Netherlands,2017,,60.0,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,NL,Netherlands,2018,,59.2,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,NL,Netherlands,2019,,61.0,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,NL,Netherlands,2020,,61.1,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,NL,Netherlands,2021,,60.3,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,NL,Netherlands,2022,,58.5,,,,,
dataflow,ESTAT:TPS00150(1.0),Healthy life years at birth by sex,A,Annual,YR,Year,T,Total,HLY_Y0,Healthy life years in absolute value at birth,NL,Netherlands,2023,,59.0,,,,,
