STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LI,Liechtenstein,2021,,83.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LI,Liechtenstein,2022,,83.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LI,Liechtenstein,2023,,83.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LI,Liechtenstein,2024,,84.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2013,,74.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2014,,74.5,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2015,,74.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2016,,74.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2017,,75.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2018,,75.9,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2019,,76.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2020,,75.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2021,,74.3,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2022,,75.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2023,,77.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2024,,77.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2013,,81.9,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2014,,81.8,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2015,,82.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2016,,82.3,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2017,,81.8,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2018,,82.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2019,,82.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2020,,82.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2021,,82.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2022,,82.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2023,,83.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2024,,83.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2013,,74.3,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2014,,74.3,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2015,,74.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2016,,74.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2017,,74.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2018,,75.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2019,,75.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2020,,75.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2021,,73.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2022,,74.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2023,,75.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2024,,76.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MD,Moldova,2023,,71.9,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2013,,76.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2014,,76.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2015,,76.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2016,,76.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2017,,76.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2018,,76.9,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2019,,76.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2020,,75.9,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2021,,73.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2023,,77.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2024,,77.6,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2013,,75.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2014,,75.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2015,,75.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2016,,75.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2017,,76.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2018,,76.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2019,,76.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2020,,74.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2021,,73.2,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2013,,81.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2014,,81.8,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2015,,81.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2016,,82.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2017,,82.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2018,,82.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2019,,82.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2020,,81.9,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2021,,82.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2022,,82.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2023,,83.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2024,,83.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2013,,81.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2014,,81.6,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2015,,81.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2016,,81.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2017,,81.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2018,,81.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2019,,82.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2020,,81.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2021,,81.3,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2022,,81.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2023,,81.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2024,,81.9,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2013,,81.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2014,,82.1,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2015,,82.3,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2016,,82.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2017,,82.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2018,,82.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2019,,83.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2020,,83.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2021,,83.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2022,,82.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2023,,83.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2024,,83.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2013,,77.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2014,,77.5,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2015,,77.4,,e,estimated,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2016,,77.8,,e,estimated,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2017,,77.7,,e,estimated,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2018,,77.6,,e,estimated,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2019,,77.9,,e,estimated,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2020,,76.4,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2021,,75.4,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2022,,77.1,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2023,,78.2,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2024,,78.5,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2013,,80.9,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2014,,81.3,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2015,,81.3,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2016,,81.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2017,,81.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2018,,81.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2019,,82.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2020,,81.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2021,,81.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2022,,81.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2023,,82.3,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2024,,82.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2013,,75.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2014,,74.9,,be,"break in time series, estimated",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2015,,74.9,,be,"break in time series, estimated",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2016,,75.2,,be,"break in time series, estimated",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2017,,75.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2018,,75.3,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2019,,75.6,,e,estimated,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2020,,74.1,,e,estimated,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2021,,72.8,,e,estimated,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2022,,75.1,,e,estimated,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2023,,76.3,,e,estimated,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2024,,76.5,,e,estimated,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2013,,75.3,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2014,,75.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2015,,75.3,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2016,,75.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2017,,75.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2018,,75.9,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2019,,76.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2020,,74.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2021,,72.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2022,,75.2,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2023,,76.2,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2024,,76.2,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2013,,82.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2014,,82.2,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2015,,82.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2016,,82.3,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2017,,82.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2018,,82.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2019,,83.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2020,,82.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2021,,83.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2022,,83.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2023,,83.2,,,,,
