STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EA21,Euro area – 21 countries (from 2026),2020,,81.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EA21,Euro area – 21 countries (from 2026),2021,,81.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EA21,Euro area – 21 countries (from 2026),2022,,81.4,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EA21,Euro area – 21 countries (from 2026),2023,,82.0,,bp,"break in time series, provisional",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EA21,Euro area – 21 countries (from 2026),2024,,82.2,,p,provisional,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EE,Estonia,2013,,77.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EE,Estonia,2014,,77.1,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EE,Estonia,2015,,77.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EE,Estonia,2016,,77.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EE,Estonia,2017,,78.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EE,Estonia,2018,,78.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EE,Estonia,2019,,78.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EE,Estonia,2020,,78.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EE,Estonia,2021,,77.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EE,Estonia,2022,,78.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EE,Estonia,2023,,78.9,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EE,Estonia,2024,,79.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EL,Greece,2013,,81.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EL,Greece,2014,,81.0,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EL,Greece,2015,,80.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EL,Greece,2016,,81.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EL,Greece,2017,,81.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EL,Greece,2018,,81.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EL,Greece,2019,,81.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EL,Greece,2020,,81.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EL,Greece,2021,,80.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EL,Greece,2022,,80.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EL,Greece,2023,,81.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EL,Greece,2024,,81.9,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ES,Spain,2013,,83.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ES,Spain,2014,,82.9,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ES,Spain,2015,,82.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ES,Spain,2016,,83.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ES,Spain,2017,,83.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ES,Spain,2018,,83.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ES,Spain,2019,,83.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ES,Spain,2020,,82.3,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ES,Spain,2021,,83.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ES,Spain,2022,,83.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ES,Spain,2023,,83.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ES,Spain,2024,,84.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2013,,80.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2014,,80.6,,be,"break in time series, estimated",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2015,,80.5,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2016,,80.7,,be,"break in time series, estimated",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2017,,80.7,,be,"break in time series, estimated",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2018,,80.8,,e,estimated,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2019,,81.1,,be,"break in time series, estimated",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2020,,80.3,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2021,,80.0,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2022,,80.6,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2023,,81.2,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2024,,81.5,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FI,Finland,2013,,81.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FI,Finland,2014,,81.1,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FI,Finland,2015,,81.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FI,Finland,2016,,81.3,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FI,Finland,2017,,81.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FI,Finland,2018,,81.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FI,Finland,2019,,81.9,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FI,Finland,2020,,81.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FI,Finland,2021,,81.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FI,Finland,2022,,81.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FI,Finland,2023,,81.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FI,Finland,2024,,82.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FR,France,2013,,82.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FR,France,2014,,82.4,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FR,France,2015,,82.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FR,France,2016,,82.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FR,France,2017,,82.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FR,France,2018,,82.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FR,France,2019,,82.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FR,France,2020,,82.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FR,France,2021,,82.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FR,France,2022,,82.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FR,France,2023,,82.9,,p,provisional,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,FR,France,2024,,83.0,,p,provisional,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,GE,Georgia,2014,,74.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,GE,Georgia,2015,,73.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,GE,Georgia,2016,,72.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,GE,Georgia,2017,,73.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,GE,Georgia,2018,,74.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,GE,Georgia,2019,,74.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,GE,Georgia,2022,,73.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,GE,Georgia,2023,,73.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,GE,Georgia,2024,,74.9,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HR,Croatia,2013,,77.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HR,Croatia,2014,,77.8,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HR,Croatia,2015,,77.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HR,Croatia,2016,,78.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HR,Croatia,2017,,77.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HR,Croatia,2018,,78.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HR,Croatia,2019,,78.3,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HR,Croatia,2020,,77.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HR,Croatia,2021,,76.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HR,Croatia,2022,,77.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HR,Croatia,2023,,78.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HR,Croatia,2024,,78.9,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HU,Hungary,2013,,75.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HU,Hungary,2014,,75.8,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HU,Hungary,2015,,75.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HU,Hungary,2016,,76.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HU,Hungary,2017,,75.9,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HU,Hungary,2018,,76.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HU,Hungary,2019,,76.3,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HU,Hungary,2020,,75.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HU,Hungary,2021,,74.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HU,Hungary,2022,,75.9,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HU,Hungary,2023,,76.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,HU,Hungary,2024,,76.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IE,Ireland,2013,,81.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IE,Ireland,2014,,81.3,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IE,Ireland,2015,,81.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IE,Ireland,2016,,81.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IE,Ireland,2017,,82.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IE,Ireland,2018,,82.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IE,Ireland,2019,,82.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IE,Ireland,2020,,82.3,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IE,Ireland,2021,,82.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IE,Ireland,2022,,82.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IE,Ireland,2023,,82.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IE,Ireland,2024,,83.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IS,Iceland,2013,,82.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IS,Iceland,2014,,82.6,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IS,Iceland,2015,,82.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IS,Iceland,2016,,82.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IS,Iceland,2017,,82.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IS,Iceland,2018,,82.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IS,Iceland,2019,,83.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IS,Iceland,2020,,82.9,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IS,Iceland,2021,,83.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IS,Iceland,2022,,82.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IS,Iceland,2023,,82.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IS,Iceland,2024,,82.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IT,Italy,2013,,82.9,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IT,Italy,2014,,82.8,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IT,Italy,2015,,82.4,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IT,Italy,2016,,83.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IT,Italy,2017,,82.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IT,Italy,2018,,83.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IT,Italy,2019,,83.4,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IT,Italy,2020,,82.2,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IT,Italy,2021,,82.6,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IT,Italy,2022,,82.8,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IT,Italy,2023,,83.3,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,IT,Italy,2024,,83.7,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LI,Liechtenstein,2013,,82.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LI,Liechtenstein,2014,,82.1,,b,break in time series,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LI,Liechtenstein,2015,,82.5,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LI,Liechtenstein,2016,,82.1,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LI,Liechtenstein,2017,,83.3,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LI,Liechtenstein,2018,,83.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LI,Liechtenstein,2019,,84.0,,,,,
dataflow,ESTAT:TPS00205(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LI,Liechtenstein,2020,,81.7,,,,,
